user,assistant
It might storm tonight. I am a little scared to be honest,It might storm tonight. I am a little scared to be honest
i made some potatoes that my mom used to make when i was a kid it made me miss home.,i made some potatoes that my mom used to make when i was a kid it made me miss home
I am looking forward to the gym tomorrow. I have a good feeling,I am looking forward to the gym tomorrow_comma_ I have a good feeling
My friend just moved into a new home. Its a nice place that makes me a little envious,My friend just moved into a new home. Its a nice place that makes me a little envious of him
I went to work yesterday wearing two different shoes.  I was half asleep when I was getting around and did not notice,So I went to work yesterday wearing two different shoes.  I was not fully awake when I was getting around in the morning.  Not my best moment.
Today I thought i saw a good friend and the mall and started waving like crazy...... it wasn't her lol,Today I thought i saw a good friend and the mall and started waving like crazy...... it wasn't her lol
I have been studying non stop for a week for this test at work.  I think I am ready for it.  As best as I can be,I think my brain is full.  I am ready as I can be!
I find it unfair that one of my coworker got promoted and not me. I envy him.,I find it unfair that one of my coworker got promoted and not me. I envy him.
This one time_comma_ we were visiting one of my dad's friends and I hate to admit but I ate the middles of their oreos and then hid the cookies underneath their bed mattresses and couch cushions.,Do you ever remember stuff you did as a kid out of the blue_comma_ and retroactively feel bad about it? I remembered this time we went to my father's friend's house_comma_ and while the adults were busy I ate some of the white stuffing from their oreos_comma_ and hid the cookies underneath their mattress and couch cushions.
i was happy to get approved for the weekend off,i was happy to get approved for the weekend off
When my mom got out of rehab and was clean_comma_ I was happy for it. She worked hard for it,When my mom got out of rehab and was clean_comma_ I was happy for her. She worked hard for it
I was discussing phone bills with my friend_comma_ and he told me his parents pay for his bill.,I was discussing phone bills with my friend.  He told me how his parents pay for his phone bills
I got a letter in the mail today from my cousin. He was overseas and thinking of me_comma_ it was a nice shock,I got a letter in the main today from my cousin. He was overseas and thinking of me. It was a nice shock
I won a $100 pizza hut gift card. It's a meager winning_comma_ but hey_comma_ pizza!,I won a $100 pizza hut gift card. It's a meager winning_comma_ but hey_comma_ pizza!
I'm always glad when I get a gorgeous girl's number at a bar_comma_ especially if she just shot down 5 guys before me.  Makes me feel pretty genetically superior,I love seeing a gorgeous girl at a bar shoot down 5 guys_comma_ and then end up giving me her number...makes me feel pretty superior hahaha
My mom dropped off some food for me out of the blue. I miss her cooking.,My mom dropped off some food for me out of the blue. I miss her cooking.
